
Energy_Use_Intensity,Building_Activity,Work_Hours,Percent_Lit_Off_Hours,Number_Workers,Number_Desktops,Percent_Cooled,Main_Heat_Equip,Main_Cool_Equp,Floor_Ceiling_Height,Number_business
34.12466667,9,40,0,4,30,100,9,2,9,1
33.61271875,46,45,10,13,3,25,2,2,20,1
106.1654154,19,168,25,20,20,100,2,2,9,3
24.21870333,38,168,80,225,45,85,10,2,9,2
16.83711579,38,168,50,10,5,100,4,5,8,1
30.13792135,10,18,0,12,30,100,10,2,40,3
72.81558333,19,50,20,80,125,100,2,2,9,1
19.62382609,21,50,0,10,4,100,11,2,12,1
40.79627273,33,58,0,8,30,17,11,2,15,1
16.1391619,4,168,50,1000,1000,80,11,6,12,11
34.775625,4,55,10,5,4,100,10,2,10,1
229.0148571,33,84,10,25,2,100,10,2,10,1
21.78621951,30,60,10,30,20,100,10,2,8,2
88.50865366,42,168,50,150,50,75,10,2,17,4
42.57333333,6,50,0,7,8,100,9,1,8,5
26.00818,4,40,20,80,40,100,11,4,10,1
79.58599333,2,45,10,850,200,100,11,3,9,10
46.10876667,25,75,5,15,7,100,11,5,7,1
33.2224,35,168,30,45,45,100,17,1,9,1
116.3193333,4,40,0,8,9,100,2,2,12,2
10.34079403,9,65,20,150,80,27,9,2,10,1
16.27896923,19,40,5,100,80,100,10,2,10,1
53.14433333,49,168,50,10,12,100,2,2,20,1
31.60610909,55,60,20,65,12,85,11,4,8,1
90.702,47,40,0,7,7,100,1,5,7,1
44.99152419,2,55,75,400,300,100,7,2,9,100
85.84475258,2,168,48,97,97,100,27,16,9,1
86.27018182,24,50,10,3,2,100,27,2,20,1
10.93074074,11,16,0,0,30,100,10,2,10,1
32.200915,9,120,20,225,150,100,10,2,30,1
71.74890385,2,66,10,700,150,100,2,2,13,2
27.8755,48,40,0,1,1,40,4,4,10,1
39.02714,42,100,5,60,35,100,10,2,25,4
5.336675,11,168,25,2,2,100,2,2,9,1
45.03813962,2,50,15,350,200,95,4,4,10,1
21.58560702,29,60,5,183,251,100,11,3,10,1
136.4579167,33,18,10,10,4,75,10,2,15,1
38.87892453,38,168,10,8,2,50,2,5,10,1
39.78414634,18,45,1,7,3,100,4,1,9,2
47.60494426,23,168,40,70,33,98,28,16,10,6
13.80880833,9,55,10,120,30,15,10,2,18,10
16.83305,42,94,25,6,1,100,10,2,12,1
90.74645161,25,50,10,0,1,100,2,2,8,1
70.7770381,24,168,52,100,100,48,11,4,10,1
56.22069231,6,54,5,180,10,100,4,4,9,14
56.23063492,2,40,60,7,4,75,10,2,12,1
70.5378,35,168,50,1000,1500,100,27,3,8,1
11.13034091,38,168,10,9,4,100,2,1,10,1
54.876166,6,68,25,2100,3615,100,27,2,12,25
38.0291,38,168,20,10,5,80,4,3,8,1
48.92728095,38,168,40,70,15,100,11,3,10,1
20.38164,28,40,1,86,50,100,10,2,9,1
100.2463,24,18,100,12,11,100,10,2,20,1
37.87918841,28,55,25,50,60,100,4,4,8,1
40.42113483,10,168,60,80,30,10,13,2,20,1
11.86419333,2,60,10,85,40,90,42,3,10,1
19.11362105,9,168,20,240,30,100,10,2,30,1
57.96818182,33,91,0,3,1,100,2,2,10,1
194.7448,12,117,10,1,1,100,10,1,10,1
46.54448765,38,168,30,60,25,25,11,3,8,1
70.71693067,20,168,10,25,12,1,10,5,27,2
82.01836806,2,65,10,350,300,100,7,2,9,14
17.45145,30,60,10,23,2,60,4,4,10,1
6.042,47,50,0,5,1,5,10,5,25,1
73.77467727,42,126,50,150,50,65,10,2,17,5
160.5391663,35,168,85,3000,3615,95,11,3,10,2
37.5254,6,66,15,150,50,100,2,2,10,2
18.66254043,55,55,20,90,150,10,11,2,13,1
21.33489535,2,60,85,325,300,100,4,4,9,9
7.003225806,10,5,10,1,3,10,18,4,15,3
4.101482143,9,47,10,20,20,100,10,2,20,8
58.16228986,29,70,25,18,25,80,2,2,12,1
37.41882353,25,40,10,5,5,85,9,1,9,1
60.55533333,50,55,0,11,5,75,10,2,9,5
43.82351786,47,10,0,60,10,5,2,2,22,1
47.4193,19,72,60,850,628,100,27,16,9,60
47.49606757,4,168,50,30,45,60,10,2,9,2
32.57948846,21,105,15,60,50,100,11,2,12,1
30.03197368,19,52,10,50,20,100,11,3,8,3
35.50432787,28,45,0,28,70,100,10,2,9,1
3.556266667,21,12,0,2,2,90,3,5,9,1
33.20178571,47,40,0,2,30,100,10,2,18,1
19.85790667,29,50,5,170,150,100,11,3,15,1
36.5,6,100,5,3,3,20,11,2,9,1
24.1515337,23,70,5,143,373,75,27,3,15,4
97.72810833,24,90,20,15,8,100,2,2,10,1
23.6883,3,45,2,18,16,40,2,2,14,1
55.1424403,50,51,5,163,104,95,10,2,15,26
61.07936154,2,60,15,800,500,95,7,3,9,13
53.6052987,50,51,6,40,42,76,10,2,18,8
98.07133333,48,168,10,0,30,100,4,4,10,1
22.2566,2,168,25,16,20,30,13,5,10,1
22.3546975,2,50,10,200,180,70,4,4,9,1
236.1425,35,168,50,250,200,100,11,3,12,21
31.79888372,21,45,5,25,3,72,2,2,14,1
23.24493488,55,80,5,135,100,10,17,2,10,1
102.6827083,14,35,5,1,1,20,10,6,14,1
51.38708696,43,84,5,15,20,100,2,2,15,1
42.53831087,6,70,40,552,562,85,2,4,10,10
3.372911538,47,40,5,4,30,10,1,1,14,2
47.00875926,2,50,10,764,550,100,11,3,10,1
36.96344615,47,40,0,25,20,75,2,2,18,2
66.90916,20,60,0,8,5,10,5,2,18,2
15.43218605,25,112,0,1,1,75,10,2,22,1
60.32464571,52,45,10,250,300,100,7,3,14,2
125.374215,35,168,90,300,200,100,11,3,8,1
48.7036,46,55,0,1,30,100,40,2,14,1
79.99109495,35,168,55,500,150,100,11,3,8,1
50.22253333,2,45,5,350,275,100,2,3,12,1
24.88892857,21,3,0,1,30,90,9,3,8,1
61.9482,24,109,10,15,12,100,10,2,11,1
99.83020175,2,55,33,350,250,100,2,2,9,1
20.0808,10,8,5,0,30,40,9,1,20,1
155.6275973,35,168,75,1377,150,95,11,3,9,1
92.62257143,50,117,30,54,18,100,2,2,14,10
22.30060448,4,168,10,60,100,90,2,1,12,23
82.4105403,19,168,10,500,100,100,11,3,8,1
32.66786571,4,60,3,2000,1378,100,27,3,10,1
19.28163167,10,72,20,200,50,14,13,2,30,1
30.6545,36,168,50,200,80,100,11,2,10,1
112.1344825,50,55,17,140,47,72,10,2,12,22
50.31216216,17,168,10,14,8,75,2,2,8,1
6.446734694,21,15,5,6,2,100,16,2,10,1
16.18412698,22,9,0,4,30,100,9,2,20,1
249.3536078,14,168,50,80,12,100,8,2,21,1
4.160740741,10,47,0,10,6,20,10,2,15,1
46.02669444,4,60,25,180,60,100,7,2,9,12
50.58924556,35,168,30,4500,3615,100,27,16,8,2
71.2406,2,90,0,11,2,100,2,2,15,1
44.94741837,38,168,10,20,11,100,10,2,9,1
38.42017857,4,50,10,16,12,95,2,2,12,1
28.99402597,4,40,15,41,60,100,11,3,10,1
14.01,29,40,0,2,1,100,4,4,10,1
4.8426,24,40,10,3,3,70,17,2,30,1
21.63369,55,40,25,30,12,100,17,2,12,1
40.68171429,4,40,0,3,4,100,16,1,9,3
4.618887097,9,10,25,40,25,50,2,2,30,1
31.17005806,4,60,20,1100,550,100,27,16,10,3
0.454,25,10,0,2,30,100,10,2,8,1
83.15624545,8,168,25,101,350,85,27,16,12,1
57.91523,29,80,10,177,200,100,3,3,20,1
38.63553012,2,54,30,558,700,100,28,3,12,20
72.25538549,6,50,5,200,60,33,10,2,20,1
66.05900455,50,75,10,112,60,99,10,2,18,23
72.94687333,38,168,50,1400,3615,100,11,4,13,4
102.035,12,105,25,2,1,1,10,2,9,1
79.0456,42,168,5,3,4,30,2,2,10,1
102.8922211,50,140,25,112,21,94,10,2,15,22
76.27362727,50,75,16,176,49,100,10,2,15,10
109.3024561,35,168,50,65,60,100,11,3,8,2
17.40952941,31,14,0,40,300,20,11,2,10,1
26.074676,38,168,75,80,46,100,11,3,8,2
18.28720755,2,44,5,5,2,50,2,2,10,2
7.876,1,60,0,5,30,20,23,2,10,1
52.88628947,54,60,60,100,96,100,7,3,10,1
72.83639655,6,168,35,900,750,100,10,2,12,3
23.47648833,9,168,60,200,50,10,10,2,35,1
43.94518125,54,83,10,65,292,99,10,3,14,1
29.44631579,24,49,0,2,30,100,10,2,20,1
32.33657955,37,168,30,10,5,100,11,2,8,1
57.90549138,42,105,100,70,7,100,10,2,17,1
22.37904762,25,15,0,2,1,50,2,2,12,1
143.9507101,35,168,30,800,300,90,27,16,12,2
30.84031,38,168,50,40,20,100,10,5,9,1
102.7330615,20,168,10,75,20,90,10,2,12,1
43.77196667,29,45,25,45,100,100,4,4,8,1
61.31316279,4,60,60,32,58,100,10,10,8,1
28.18558462,22,36,20,3,30,100,10,6,995,1
13.53821429,21,45,0,4,1,100,2,2,12,1
52.21155556,36,168,70,35,40,100,5,5,8,2
28.63147368,21,35,5,3,3,100,9,1,18,1
30.50507937,38,168,10,6,30,100,4,4,9,1
77.24919355,19,72,25,150,50,100,11,2,14,1
50.65466667,2,50,10,4,4,100,10,2,10,1
79.1297027,50,75,33,124,55,92,2,2,10,30
84.68948571,42,168,50,150,50,100,10,2,17,4
48.25020769,6,62,30,350,200,95,7,3,14,90
17.9347975,9,102,25,300,50,90,2,2,42,1
17.67913043,4,40,5,1,1,90,9,1,8,1
109.7588462,33,66,0,7,30,100,13,7,25,1
61.80736066,2,40,25,350,300,100,3,3,15,3
49.19563636,19,55,1,8,7,100,2,2,8,1
23.372125,42,168,15,15,10,100,5,1,10,10
33.16052,25,84,10,1764,40,83,27,3,18,4
20,4,40,0,9,15,75,9,1,8,3
86.81496552,2,73,20,225,200,100,7,3,8,25
192.9551,33,57,50,40,5,100,2,2,18,1
19.62546067,27,96,25,100,100,80,27,3,9,1
21.3132,9,60,0,9,4,25,13,2,20,1
2.537333333,46,10,0,2,30,100,16,2,12,1
71.7956,36,168,50,75,30,100,2,2,8,2
15.70096667,28,45,15,49,22,80,11,5,16,1
32.47852143,10,40,0,40,6,100,13,2,26,1
3.88337619,9,80,0,6,3,100,10,2,22,1
6.900650704,10,50,10,8,1,2,10,1,25,1
52.53258462,24,90,10,23,100,100,10,3,20,1
8.995649123,10,40,5,5,6,100,40,2,22,4
14.9293617,26,40,5,1,1,100,4,2,12,1
25.3178,19,70,10,8,4,100,4,2,12,1
20.83765,24,80,5,4,6,100,10,2,10,1
22.1397913,38,168,10,120,6,100,11,3,8,9
23.53875,37,168,0,4,1,80,2,2,10,1
67.54944231,38,168,10,18,11,100,2,3,10,1
30.8257831,2,55,15,458,520,95,2,2,10,20
32.09723404,29,77,25,85,718,100,11,3,15,1
67.232,50,42,6,9,5,100,2,2,8,3
55.42727273,48,72,10,6,2,100,11,2,12,1
41.91321978,50,75,16,40,33,100,2,2,15,5
99.21319,42,168,10,100,11,100,10,2,17,2
24.43785,36,168,50,50,25,75,42,2,8,1
2.673455556,1,18,0,0,30,20,11,3,10,1
48.50352857,9,144,85,350,150,10,10,2,8,1
133.3853568,35,168,80,1100,800,100,27,8,12,1
13.66067692,9,50,0,5,5,4,9,5,20,1
22.31333333,10,40,0,2,30,100,24,2,11,1
76.39294118,2,40,5,5,12,100,10,2,8,1
139.8139605,35,168,40,400,200,100,11,3,13,1
68.3016,48,60,0,1,1,100,1,1,12,1
37.68521324,52,75,100,100,250,100,11,4,8,20
12.19552,21,60,1,15,6,100,10,4,9,1
20.25685549,1,60,10,0,30,100,10,2,9,2
38.61130435,49,30,0,0,30,100,10,2,14,1
23.48754333,38,168,80,80,15,100,11,3,8,1
28.2084058,2,40,10,6,9,100,10,1,10,1
8.54065,9,60,1,80,50,16,10,2,16,3
56.93397802,50,55,6,53,7,86,10,2,16,13
47.88894505,50,46,13,59,16,76,10,2,18,14
52.83486667,28,55,1,15,15,90,2,2,10,1
97.71672727,12,126,25,8,30,100,10,2,16,4
30.12845455,4,65,10,350,200,95,11,3,10,1
64.27827083,50,72,8,88,59,91,2,2,11,16
35.2141383,4,43,10,150,200,95,11,3,10,1
15.5,4,32,0,2,30,100,1,1,8,1
60.13855469,42,112,100,70,19,100,10,2,30,1
110.6587433,35,168,10,450,1254,100,11,3,9,1
32.1214,11,68,10,1,30,100,10,2,10,1
6.244285714,1,0,10,0,30,100,13,6,10,0
52.40031786,3,40,2,800,500,100,2,3,10,1
65.10261818,22,75,1,7,13,95,10,2,20,1
75.31352857,50,112,28,86,32,98,10,2,15,8
53.02305143,6,168,30,1000,100,90,7,3,9,30
5.8675,9,35,0,2,3,40,9,1,8,1
12.46299394,43,40,10,95,200,85,10,2,12,30
79.53175806,25,168,10,450,75,100,11,3,10,1
40.66579259,6,8,5,350,200,75,4,3,9,12
29.50364384,44,120,10,85,7,100,11,3,15,1
17.48026263,21,50,10,42,8,100,10,2,10,1
17.40236364,9,45,10,55,50,100,9,1,14,5
8.978474576,1,0,10,0,30,100,13,2,24,0
58.52516667,2,60,15,315,330,50,7,2,9,6
49.86896667,42,85,30,200,75,100,10,2,25,1
38.8986081,38,168,50,480,60,70,11,3,8,16
30.16757067,2,66,25,3000,3615,80,11,2,12,13
225.2472194,19,65,60,2500,150,100,27,2,10,1
19.8496,48,48,0,9,30,45,10,2,12,1
53.91449485,50,51,20,89,91,94,2,2,25,16
10.18558333,21,10,1,1,30,100,10,2,30,1
15.27371,55,55,3,50,5,90,11,5,9,1
51.5908,12,50,25,2,2,100,24,2,10,1
154.7850422,22,168,10,50,30,100,10,2,19,1
26.754,2,35,10,3,2,100,9,1,9,1
15.21788462,2,50,5,13,10,75,10,2,9,2
16.11206,46,66,10,22,15,40,13,1,12,1
26.050625,2,50,0,5,6,100,10,1,8,1
68.47495556,4,60,18,1625,100,76,7,3,9,1
21.36662931,29,45,15,45,175,100,22,3,8,1
68.97293678,4,50,10,75,62,80,10,2,9,1
53.62590909,4,45,1,400,300,90,11,3,10,1
214.739625,35,168,60,100,60,100,10,3,9,1
65.80174648,27,83,2,13,85,100,28,16,10,1
621.4972629,49,168,50,990,901,80,27,3,10,8
28.05303396,29,50,5,110,170,96,10,2,10,1
8.2209375,10,66,10,1,1,50,24,5,20,1
24.23846154,19,68,20,15,10,100,9,2,8,2
92.56454321,19,168,50,50,40,100,2,2,11,1
52.2943141,24,119,20,68,68,100,11,3,15,1
43.46536882,35,168,40,2000,700,100,27,16,9,3
93.32933333,3,63,10,7,13,100,10,2,14,1
37.24024157,54,55,10,135,50,95,11,3,8,1
53.01755,2,60,10,150,10,90,7,4,11,2
117.0915717,35,168,10,550,2113,100,11,3,14,12
63.62544,38,168,60,100,20,70,11,5,9,1
140.4162667,34,10,15,2,30,90,4,1,9,1
93.21381818,25,50,10,10,5,100,11,2,10,1
528.3475556,32,140,0,45,1,100,2,2,12,1
42.46681818,18,44,10,12,10,100,4,4,8,6
36.41168085,2,64,30,746,746,100,11,16,10,25
14.74372549,19,45,1,5,4,68,4,1,9,1
54.50616667,38,168,20,7,5,100,10,5,9,1
18.04460377,47,0,10,2,2,10,2,2,18,1
34.11052,4,119,20,100,50,100,11,2,10,6
20.08029091,42,84,5,10,9,100,10,2,12,1
75.48119643,4,40,0,650,600,95,11,3,9,1
54.60454286,6,168,10,1478,100,100,17,2,11,37
211.8731349,35,168,50,200,125,100,3,2,9,2
86.79863415,39,168,5,3,1,100,3,1,15,1
43.87459,38,168,20,250,100,80,11,3,9,1
5.556941176,2,45,0,4,2,50,9,1,9,1
40.46167833,22,63,20,200,95,100,28,3,10,2
80.16769231,40,168,5,1,30,100,13,5,35,1
44.04717416,2,46,10,300,30,100,27,16,8,1
448.2777528,33,120,10,12,2,100,10,2,10,1
16.248984,29,60,10,150,500,100,11,8,8,1
50.38660417,38,168,75,40,37,100,11,5,12,1
22.79119697,40,168,10,9,2,100,10,2,8,1
78.37275676,6,68,25,300,600,100,11,3,11,40
19.9466,22,24,5,20,30,100,10,2,25,1
44.92570345,50,55,16,153,97,100,10,2,12,14
447.326,32,140,10,10,1,100,21,2,10,1
7.982580645,21,2,5,2,30,100,10,2,9,1
19.81531148,54,50,5,80,150,100,2,2,10,1
30.7895,42,65,15,8,5,50,9,2,8,1
11.8478481,28,40,5,30,10,100,10,2,10,2
36.5551561,2,168,25,125,50,85,2,2,12,8
5.594230769,6,30,0,3,3,100,9,2,10,2
88.68421667,4,38,25,275,275,100,11,2,12,1
214.50375,33,84,0,20,1,100,4,4,10,1
73.2334525,35,168,10,3000,2000,100,11,3,14,1
61.34484211,50,75,7,31,12,82,10,2,14,5
18.3576,4,45,1,10,30,100,10,2,10,1
2.8795,1,0,10,0,30,80,11,2,8,0
57.15317647,29,75,10,15,10,100,27,16,10,1
84.40447143,2,65,15,948,948,85,7,2,12,2
56.77876923,4,42,5,29,18,100,12,4,8,1
34.81761588,51,72,20,1030,300,98,2,3,20,996
58.86757143,50,75,27,101,23,100,1,2,19,11
56.53390909,50,55,6,27,11,84,4,4,10,7
31.97896667,39,168,50,5,3,85,3,2,10,1
25.81594186,28,55,5,70,10,95,11,3,8,1
33.36961111,10,43,0,4,2,100,10,2,30,1
50.1764225,2,40,20,900,1000,100,11,2,12,37
27.60705902,42,70,1,150,50,80,10,2,30,1
44.27794318,54,84,20,100,15,100,11,2,20,2
54.40996078,21,168,20,7,5,100,2,2,12,1
52.57850676,2,65,10,315,410,100,7,2,11,9
54.07948205,35,168,60,85,60,90,27,5,9,1
189.1811579,12,168,80,6,2,90,11,2,20,1
4.225536585,21,8,10,5,30,70,11,2,10,1
92.77617561,2,61,10,300,500,95,2,3,10,30
33.43697253,54,75,20,200,200,30,17,2,9,1
33.21819444,28,10,0,1,42,100,2,2,12,1
10.21749565,37,168,30,0,30,100,27,2,12,1
15.18266667,10,45,0,4,4,30,24,4,8,2
81.72942927,42,168,50,150,50,65,10,2,17,5
3.807076923,10,50,1,35,20,5,12,4,12,1
7.322235294,9,40,5,5,4,1,10,2,24,1
22.61967742,4,40,0,4,7,75,9,1,8,1
29.323,47,1,0,1,30,100,10,2,15,1
120.4871719,50,117,54,63,31,100,2,2,10,10
43.18777778,44,80,10,9,1,100,9,2,10,1
18.80651,28,50,15,50,150,75,11,3,9,1
23.2615,30,60,5,4,4,70,10,2,10,1
36.77450575,54,50,10,50,26,2,11,2,10,1
40.40130412,29,50,10,40,120,100,11,2,10,1
31.78108108,28,50,10,39,28,100,10,1,8,1
34.64305,42,84,10,7,9,100,9,2,12,1
253.5666229,2,168,80,2750,1800,75,27,3,11,30
33.27333333,25,60,5,2,1,47,13,2,20,1
24.00916667,10,126,0,1,30,100,10,2,14,1
40.15008333,6,72,25,75,75,100,11,2,18,29
50.86135593,2,8,0,200,200,100,10,2,25,9
76.52480435,18,60,20,125,100,100,11,2,10,1
34.93525,42,65,5,10,7,75,10,2,18,1
22.45518519,28,55,25,50,6,100,11,3,12,1
32.30891,38,168,50,50,40,100,10,2,8,3
13.85877612,4,50,10,40,20,75,2,3,15,1
15.70320455,2,50,15,275,400,90,4,4,10,1
62.37877273,42,126,25,150,75,80,10,2,17,4
59.00165714,4,168,40,11,40,85,11,2,9,1
94.70344231,24,108,60,100,70,100,7,2,9,1
22.70556522,29,35,0,6,3,100,10,2,8,1
20.88313158,29,80,15,175,280,99,4,4,9,1
22.439625,9,132,5,50,5,15,10,2,18,1
20.1568,21,10,2,2,30,60,16,4,15,1
8.254446,1,60,30,300,200,100,10,2,9,12
38.42964516,38,168,10,45,12,100,27,5,10,1
35.54286,37,168,50,4,6,100,11,16,8,1
73.9176,33,92,5,10,30,100,10,6,15,1
8.619878049,18,40,20,4,4,80,2,2,7,4
36.22244203,2,65,10,270,300,100,11,3,14,1
95.54752118,35,168,75,2750,3615,100,27,16,18,1
154.7526727,6,168,40,25,100,100,2,2,8,1
42.66579636,2,168,50,2100,700,75,3,2,8,130
63.22711111,33,40,0,4,3,100,10,2,15,1
30.48683333,2,45,10,192,200,70,11,2,9,1
69.1527925,40,168,90,50,32,75,11,3,11,1
107.2785965,39,168,15,4,2,100,2,2,8,1
16.2934375,46,44,0,4,2,10,37,4,16,1
126.9977698,20,144,5,40,5,10,9,1,30,1
35.77363636,21,60,0,1,1,75,1,1,15,1
10.76239333,2,60,25,1200,1000,96,27,2,12,15
50.52573333,6,55,20,400,300,95,7,3,12,45
158.8893333,24,28,25,10,10,100,10,1,20,1
52.69405479,2,45,35,130,10,95,11,3,9,2
50.07443061,2,60,33,483,500,67,27,16,9,11
8.5158,49,54,0,3,4,20,9,1,14,1
48.72690909,2,40,25,40,15,90,5,5,12,1
19.34056604,22,10,5,0,30,100,16,1,16,1
50.18983415,6,55,10,800,1000,100,27,2,12,65
40.07555909,2,50,20,456,10,100,11,3,9,1
22.04440909,37,168,100,4,30,100,27,2,9,1
81.7032377,35,168,20,70,92,100,11,3,8,1
13.3671,55,112,10,200,40,100,2,4,10,2
44.18213171,2,55,40,550,700,100,7,3,9,9
106.9475765,35,168,10,250,150,95,11,3,8,2
24.61879048,27,45,50,75,60,95,4,3,10,1
75.16805056,35,168,60,2000,3615,100,42,8,9,6
16.71514286,34,12,0,5,30,100,10,2,8,1
23.78488684,10,168,10,35,15,100,10,2,38,1
49.32221053,38,168,35,15,3,85,2,2,12,1
228.0757826,49,80,0,50,20,95,10,2,12,1
42.12584815,38,168,20,88,100,95,27,3,9,1
37.99887111,4,50,25,2100,2100,95,27,3,35,3
109.3680833,50,75,7,19,9,100,10,2,20,6
46.52076389,38,168,15,40,20,100,2,2,10,2
24.18861538,11,100,10,1,30,50,7,2,10,7
15.56558286,29,50,0,110,170,95,10,2,10,1
51.83854333,2,70,10,450,300,100,27,3,14,43
283.9545333,33,50,5,5,2,100,2,2,15,1
54.42156349,19,50,70,150,50,95,27,16,10,4
77.94646038,9,168,10,200,80,100,11,3,21,1
30.56222222,48,54,0,1,1,15,20,4,10,1
65.48412903,38,168,26,140,15,100,3,1,14,10
42.39303529,29,56,20,100,250,100,11,3,10,1
21.58799647,37,168,75,20,2,100,11,3,8,1
30.24228448,55,55,10,80,175,100,4,4,9,1
145.7170775,35,168,70,1275,250,100,11,3,10,1
271.8622776,8,168,25,50,40,100,2,16,30,1
29.0153125,2,60,10,10,11,75,9,1,12,1
18.9616875,18,60,10,200,100,100,7,4,14,25
36.20812292,29,45,10,350,1000,90,11,3,10,1
36.15766292,6,70,100,60,30,100,10,2,8,1
39.51259231,8,50,60,220,350,100,27,16,9,10
259.325,12,84,0,4,30,100,2,1,12,1
72.89449206,36,168,20,42,20,100,5,5,8,1
63.31632075,2,168,30,225,30,90,11,4,9,1
38.209,55,48,15,19,30,100,11,2,12,1
21.68980488,29,45,1,40,30,100,10,2,8,1
3.366666667,21,2,0,1,30,100,9,1,9,1
12.32428571,30,60,0,6,2,45,20,1,8,1
15.217,42,44,40,1,1,100,4,1,12,2
66.512055,50,75,14,234,106,100,10,2,20,23
40.03513636,29,45,20,35,20,99,11,1,20,1
40.01219298,31,56,10,28,28,95,1,4,8,1
25.70728704,6,90,20,300,200,75,2,2,10,40
25.62166667,7,50,80,3,4,100,9,1,12,1
12.15,2,50,80,2,3,100,4,4,10,2
58.05468913,4,66,30,1300,30,100,2,3,20,2
68.14183333,39,168,5,2,2,100,5,5,8,1
62.38433488,2,75,100,100,200,100,3,3,12,1
211.4985714,32,120,15,8,2,100,2,2,10,1
46.22022,26,168,50,50,35,55,27,16,14,10
13.122548,25,45,100,60,68,80,2,5,8,1
29.242112,38,168,40,150,50,100,11,3,8,1
130.0258511,33,82,20,12,5,100,10,2,10,1
80.46628689,2,55,10,500,550,100,4,4,12,5
28.36437209,10,0,10,0,30,100,10,2,15,1
45.85422549,5,66,20,50,90,100,11,3,9,12
41.91346571,26,120,35,50,100,100,27,16,11,1
89.24574648,29,45,5,150,500,100,11,3,20,1
89.01936667,38,168,60,12,10,90,5,5,10,1
28.17711111,49,60,5,35,12,75,10,2,20,1
43.16908571,2,60,20,596,550,100,11,3,12,4
78.26074576,42,98,15,7,2,100,2,2,15,1
150.8157581,48,100,20,50,40,90,10,2,21,1
33.80559412,31,86,10,100,15,60,11,2,10,1
32.00482813,37,168,20,25,250,100,11,3,9,1
4.463566667,24,54,0,6,4,75,10,2,20,1
42.35657143,25,72,0,1,30,100,20,1,8,1
33.10780328,10,110,5,21,14,8,10,2,26,2
47.20172043,36,168,50,32,20,100,11,2,9,2
52.7143,38,168,75,50,30,100,10,5,10,1
76.07995636,6,68,15,850,375,100,3,3,9,32
51.78765,17,168,80,3,1,100,27,2,10,1
128.9214286,3,44,20,8,8,100,2,2,10,1
59.25274706,37,168,10,25,200,100,10,16,10,1
40.91466667,36,168,95,125,43,90,4,4,8,1
61.51983523,38,168,80,40,15,100,1,5,10,1
21.91044444,24,75,0,4,4,20,13,1,40,1
32.39571196,2,65,25,400,350,80,10,2,10,43
11.48498333,10,40,0,1,30,100,10,2,15,1
19.02186782,29,40,50,82,50,3,11,3,9,1
11.54478689,47,98,0,12,4,40,10,1,30,1
31.431005,10,120,5,60,15,5,4,4,20,1
30.56704762,9,55,5,25,15,20,13,2,12,1
14.19754545,54,45,10,246,60,85,11,3,9,1
28.7750641,2,54,15,250,330,100,5,3,12,8
26.3025,42,55,1,3,4,33,20,5,15,1
48.602328,38,168,80,70,60,100,5,5,12,1
2.241875,21,2,0,1,30,100,20,1,8,1
34.84916667,28,40,0,2,2,100,2,2,12,1
159.1177167,35,168,75,2000,500,100,27,16,12,1
62.20533333,54,70,25,30,30,100,10,1,10,2
40.10974468,52,45,10,140,30,100,10,4,10,2
28.52911364,36,168,10,23,5,100,5,5,10,2
15.07826286,55,60,15,150,250,100,2,4,10,1
14.8805,2,45,2,6,7,100,10,2,8,2
24.44384615,24,40,10,4,30,95,10,2,25,1
49.61162687,6,50,25,200,89,100,2,2,11,6
34.10086611,4,60,15,4250,3615,98,11,3,12,40
5.5552,46,46,10,5,2,100,10,1,25,1
63.03625,30,60,20,6,30,100,1,1,7,1
133.372175,36,168,15,30,10,99,2,5,8,1
44.18864074,2,60,10,600,515,100,7,3,13,10
40.52633333,10,60,25,5,30,75,10,2,16,1
72.09236543,20,144,10,150,170,15,4,2,40,1
19.30631746,43,52,0,7,5,70,9,2,14,1
7.236266667,21,60,0,20,1,5,11,5,8,2
189.7175753,35,168,80,200,400,100,4,3,14,1
55.29368831,50,51,7,43,46,100,9,2,10,8
78.02377,35,168,80,850,500,98,42,3,16,4
8.477458333,25,70,25,1,30,50,11,2,12,1
99.65215686,7,45,0,8,4,100,4,2,8,1
29.62223167,2,55,25,7500,3615,83,27,3,9,43
8.669363636,21,30,5,10,2,100,9,2,30,1
62.33526471,8,60,20,350,265,95,27,16,10,1
6.632,10,40,5,25,12,30,13,2,20,4
43.7522973,2,65,10,200,200,97,11,2,11,1
122.124526,35,168,80,400,150,100,11,3,8,40
322.745974,33,110,20,13,1,100,10,2,10,1
15.25203889,29,35,10,60,40,15,11,2,10,1
25.07109375,38,168,50,6,3,75,5,5,8,1
6.672443836,29,67,25,138,200,100,28,3,10,1
17.79904762,2,48,0,2,30,100,2,2,8,1
88.49821818,22,168,85,700,1000,100,11,3,16,1
550.5593762,49,168,70,20,20,100,4,2,12,1
82.574,34,90,0,3,30,100,9,2,10,1
48.73244898,11,50,1,8,12,80,2,2,15,2
87.70267317,42,168,50,150,50,100,10,2,17,4
63.7506,39,168,40,2,1,100,5,5,8,1
17.69966667,10,40,0,2,2,100,9,1,12,1
66.91629714,50,75,83,140,84,87,2,2,20,5
5.028684211,42,60,1,3,1,100,5,2,10,1
116.2061892,19,168,10,75,75,100,27,16,10,1
34.64888,31,50,10,46,280,50,11,2,22,1
23.95628571,24,99,5,3,15,30,10,5,10,3
4.368846154,46,60,1,2,2,10,24,4,20,3
